region_id,region_name,lat,lon,primary_crop,climate_zone,month,temp_mean_c,temp_min_c,temp_max_c,precip_total,precip_30d_avg,ndvi_mean,ndvi_min
CO-SLV,Colorado San Luis Valley,37.5,-106.0,Potatoes/Barley,high desert,2024-10,9.3,-7.2,24.8,19.900000000000002,24.403225806451612,0.3333838709677419,0.2656
CO-SLV,Colorado San Luis Valley,37.5,-106.0,Potatoes/Barley,high desert,2024-11,-1.4433333333333331,-14.1,14.2,36.5,39.17333333333333,0.25415,0.1948
CO-SLV,Colorado San Luis Valley,37.5,-106.0,Potatoes/Barley,high desert,2024-12,-2.606451612903226,-16.5,8.5,4.8,12.30967741935484,0.1883516129032258,0.1488
CO-SLV,Colorado San Luis Valley,37.5,-106.0,Potatoes/Barley,high desert,2025-01,-7.690322580645161,-22.2,7.6,10.100000000000001,5.190322580645161,0.16085806451612902,0.1325
CO-SLV,Colorado San Luis Valley,37.5,-106.0,Potatoes/Barley,high desert,2025-02,0.2321428571428572,-15.5,14.8,12.8,13.242857142857144,0.15284285714285714,0.1196
CO-SLV,Colorado San Luis Valley,37.5,-106.0,Potatoes/Barley,high desert,2025-03,3.429032258064516,-9.4,19.0,16.1,18.34193548387097,0.19436129032258065,0.1596
CO-SLV,Colorado San Luis Valley,37.5,-106.0,Potatoes/Barley,high desert,2025-04,7.243333333333334,-7.4,24.6,17.4,14.273333333333335,0.2637633333333333,0.2158
CO-SLV,Colorado San Luis Valley,37.5,-106.0,Potatoes/Barley,high desert,2025-05,10.696774193548388,-2.9,26.2,46.0,40.36451612903226,0.3395032258064516,0.2794
CO-SLV,Colorado San Luis Valley,37.5,-106.0,Potatoes/Barley,high desert,2025-06,18.663333333333334,5.6,32.7,18.6,24.220000000000002,0.35271,0.2974
CO-SLV,Colorado San Luis Valley,37.5,-106.0,Potatoes/Barley,high desert,2025-07,20.47741935483871,9.1,32.5,21.5,13.996774193548388,0.39950967741935484,0.375
CO-SLV,Colorado San Luis Valley,37.5,-106.0,Potatoes/Barley,high desert,2025-08,20.0,9.1,32.2,20.2,17.75483870967742,0.4278387096774193,0.3767
CO-SLV,Colorado San Luis Valley,37.5,-106.0,Potatoes/Barley,high desert,2025-09,14.283333333333333,2.9,27.2,13.2,23.566666666666666,0.39918333333333333,0.3601
CO-SLV,Colorado San Luis Valley,37.5,-106.0,Potatoes/Barley,high desert,2025-10,9.406451612903227,-6.9,24.6,27.9,18.72258064516129,0.33541612903225804,0.2656
CO-SLV,Colorado San Luis Valley,37.5,-106.0,Potatoes/Barley,high desert,2025-11,3.3266666666666667,-5.7,18.3,19.6,19.37,0.2570633333333333,0.1948
CO-SLV,Colorado San Luis Valley,37.5,-106.0,Potatoes/Barley,high desert,2025-12,-0.6903225806451614,-12.3,12.7,7.3,18.393548387096775,0.1900193548387097,0.1488
CO-SLV,Colorado San Luis Valley,37.5,-106.0,Potatoes/Barley,high desert,2026-01,-2.6870967741935483,-17.4,11.2,6.1,4.829032258064518,0.16085806451612902,0.1325
CO-SLV,Colorado San Luis Valley,37.5,-106.0,Potatoes/Barley,high desert,2026-02,0.5269230769230769,-17.9,16.7,19.200000000000003,10.05769230769231,0.15238846153846153,0.1196
FL-EGL,Florida Everglades AG,26.6,-80.7,Sugarcane/Rice,subtropical,2023-01,20.56451612903226,5.1,32.6,26.6,13.751612903225809,0.5566709677419355,0.5292
FL-EGL,Florida Everglades AG,26.6,-80.7,Sugarcane/Rice,subtropical,2023-02,23.5,10.9,34.5,43.8,50.017857142857146,0.5601,0.5132
FL-EGL,Florida Everglades AG,26.6,-80.7,Sugarcane/Rice,subtropical,2023-03,24.16774193548387,12.8,36.1,33.3,18.22580645161291,0.5960129032258065,0.5606
FL-EGL,Florida Everglades AG,26.6,-80.7,Sugarcane/Rice,subtropical,2023-04,24.233333333333334,17.3,34.6,204.9,104.42333333333335,0.66737,0.6117
FL-EGL,Florida Everglades AG,26.6,-80.7,Sugarcane/Rice,subtropical,2023-05,25.661290322580644,17.0,35.7,148.8,166.9,0.7378870967741936,0.687
FL-EGL,Florida Everglades AG,26.6,-80.7,Sugarcane/Rice,subtropical,2023-06,25.993333333333332,20.1,34.2,210.0,212.64000000000001,0.8077033333333333,0.7776
FL-EGL,Florida Everglades AG,26.6,-80.7,Sugarcane/Rice,subtropical,2023-07,27.990322580645163,22.6,36.5,227.6,214.22258064516132,0.8435645161290323,0.8202
FL-EGL,Florida Everglades AG,26.6,-80.7,Sugarcane/Rice,subtropical,2023-08,28.13225806451613,23.2,36.5,197.3,214.98064516129034,0.8465999999999999,0.815
FL-EGL,Florida Everglades AG,26.6,-80.7,Sugarcane/Rice,subtropical,2023-09,26.85666666666667,20.8,36.1,219.3,161.46666666666667,0.7977066666666667,0.7546
FL-EGL,Florida Everglades AG,26.6,-80.7,Sugarcane/Rice,subtropical,2023-10,24.809677419354838,15.0,33.0,83.2,197.9774193548387,0.7334451612903226,0.6832
FL-EGL,Florida Everglades AG,26.6,-80.7,Sugarcane/Rice,subtropical,2023-11,22.86,12.8,32.8,176.7,107.27000000000001,0.6623766666666667,0.6136
FL-EGL,Florida Everglades AG,26.6,-80.7,Sugarcane/Rice,subtropical,2023-12,19.77741935483871,9.1,30.2,81.2,112.70645161290322,0.595883870967742,0.5618
FL-EGL,Florida Everglades AG,26.6,-80.7,Sugarcane/Rice,subtropical,2024-01,19.125806451612902,9.1,28.5,112.2,112.80000000000001,0.5566709677419355,0.5292
FL-EGL,Florida Everglades AG,26.6,-80.7,Sugarcane/Rice,subtropical,2024-02,18.886206896551727,9.9,30.1,97.60000000000001,94.12758620689657,0.5604896551724138,0.5132
FL-EGL,Florida Everglades AG,26.6,-80.7,Sugarcane/Rice,subtropical,2024-03,22.612903225806452,13.2,32.3,149.2,128.26451612903227,0.5976,0.5606
FL-EGL,Florida Everglades AG,26.6,-80.7,Sugarcane/Rice,subtropical,2024-04,23.726666666666667,14.8,34.9,42.1,78.97000000000001,0.6695833333333333,0.6117
FL-EGL,Florida Everglades AG,26.6,-80.7,Sugarcane/Rice,subtropical,2024-05,28.187096774193545,19.5,38.8,49.2,56.0709677419355,0.741358064516129,0.6973
FL-EGL,Florida Everglades AG,26.6,-80.7,Sugarcane/Rice,subtropical,2024-06,26.490000000000002,22.0,37.4,393.4,229.98666666666668,0.8093699999999999,0.7776
FL-EGL,Florida Everglades AG,26.6,-80.7,Sugarcane/Rice,subtropical,2024-07,27.183870967741935,22.2,34.8,216.8,268.8967741935484,0.8436741935483871,0.8202
FL-EGL,Florida Everglades AG,26.6,-80.7,Sugarcane/Rice,subtropical,2024-08,26.932258064516127,22.1,33.8,261.8,272.78387096774196,0.8450322580645161,0.7994
FL-EGL,Florida Everglades AG,26.6,-80.7,Sugarcane/Rice,subtropical,2024-09,26.709999999999997,22.0,33.3,276.7,290.9433333333334,0.7959733333333333,0.7474
FL-EGL,Florida Everglades AG,26.6,-80.7,Sugarcane/Rice,subtropical,2024-10,24.796774193548387,19.4,32.7,155.5,213.4,0.7316806451612903,0.6832
FL-EGL,Florida Everglades AG,26.6,-80.7,Sugarcane/Rice,subtropical,2024-11,22.87,11.2,32.8,18.6,39.70333333333335,0.65971,0.6127
FL-EGL,Florida Everglades AG,26.6,-80.7,Sugarcane/Rice,subtropical,2024-12,19.91290322580645,10.8,30.2,29.3,12.33870967741937,0.5946,0.5618
FL-EGL,Florida Everglades AG,26.6,-80.7,Sugarcane/Rice,subtropical,2025-01,16.864516129032257,7.7,29.0,21.1,30.00645161290324,0.5566709677419355,0.5292
FL-EGL,Florida Everglades AG,26.6,-80.7,Sugarcane/Rice,subtropical,2025-02,22.175,12.9,31.0,48.0,31.139285714285727,0.5601,0.5132
FL-EGL,Florida Everglades AG,26.6,-80.7,Sugarcane/Rice,subtropical,2025-03,21.458064516129035,10.4,32.5,55.0,43.21612903225808,0.5960129032258065,0.5606
FL-EGL,Florida Everglades AG,26.6,-80.7,Sugarcane/Rice,subtropical,2025-04,24.596666666666668,15.4,34.2,14.899999999999999,50.29000000000001,0.66737,0.6117
FL-EGL,Florida Everglades AG,26.6,-80.7,Sugarcane/Rice,subtropical,2025-05,26.48709677419355,18.6,35.3,109.0,58.66774193548389,0.7378870967741936,0.687
FL-EGL,Florida Everglades AG,26.6,-80.7,Sugarcane/Rice,subtropical,2025-06,26.42,21.0,34.1,143.7,124.42666666666669,0.8077033333333333,0.7776
FL-EGL,Florida Everglades AG,26.6,-80.7,Sugarcane/Rice,subtropical,2025-07,27.416129032258063,22.0,38.2,173.6,179.00645161290325,0.8435645161290323,0.8202
FL-EGL,Florida Everglades AG,26.6,-80.7,Sugarcane/Rice,subtropical,2025-08,27.896774193548385,22.6,38.2,202.0,156.13225806451615,0.8465999999999999,0.815
FL-EGL,Florida Everglades AG,26.6,-80.7,Sugarcane/Rice,subtropical,2025-09,25.726666666666667,21.8,31.4,311.5,291.86333333333334,0.7977066666666667,0.7546
FL-EGL,Florida Everglades AG,26.6,-80.7,Sugarcane/Rice,subtropical,2025-10,24.861290322580647,14.8,32.8,108.0,188.6935483870968,0.7334451612903226,0.6832
FL-EGL,Florida Everglades AG,26.6,-80.7,Sugarcane/Rice,subtropical,2025-11,21.136666666666667,8.1,32.0,16.0,41.47333333333335,0.6623766666666667,0.6136
FL-EGL,Florida Everglades AG,26.6,-80.7,Sugarcane/Rice,subtropical,2025-12,20.61935483870968,7.4,29.5,10.5,16.409677419354853,0.595883870967742,0.5618
FL-EGL,Florida Everglades AG,26.6,-80.7,Sugarcane/Rice,subtropical,2026-01,18.219354838709677,5.2,29.9,16.5,11.383870967741949,0.5566709677419355,0.5292
FL-EGL,Florida Everglades AG,26.6,-80.7,Sugarcane/Rice,subtropical,2026-02,17.153846153846153,0.9,30.8,10.7,15.580769230769246,0.5591999999999999,0.5132
GA-PDP,Georgia Piedmont,33.1,-83.6,Peanuts/Peaches,humid subtropical,2023-01,10.47741935483871,-3.0,22.3,176.5,79.88064516129033,0.5085032258064516,0.4802
GA-PDP,Georgia Piedmont,33.1,-83.6,Peanuts/Peaches,humid subtropical,2023-02,13.864285714285714,-1.5,27.0,83.3,156.95357142857142,0.5079821428571428,0.4824
GA-PDP,Georgia Piedmont,33.1,-83.6,Peanuts/Peaches,humid subtropical,2023-03,14.429032258064517,-2.8,27.8,178.6,114.18387096774192,0.5452741935483871,0.4864
GA-PDP,Georgia Piedmont,33.1,-83.6,Peanuts/Peaches,humid subtropical,2023-04,17.573333333333334,6.8,29.6,142.9,175.94333333333333,0.6157166666666666,0.5662
GA-PDP,Georgia Piedmont,33.1,-83.6,Peanuts/Peaches,humid subtropical,2023-05,20.541935483870965,7.2,31.7,47.1,80.59032258064516,0.6896516129032259,0.6373
GA-PDP,Georgia Piedmont,33.1,-83.6,Peanuts/Peaches,humid subtropical,2023-06,24.19333333333333,16.5,35.2,161.5,87.68333333333334,0.7571833333333333,0.7238
GA-PDP,Georgia Piedmont,33.1,-83.6,Peanuts/Peaches,humid subtropical,2023-07,27.419354838709676,20.5,37.2,84.4,141.03870967741935,0.7929548387096774,0.7656
GA-PDP,Georgia Piedmont,33.1,-83.6,Peanuts/Peaches,humid subtropical,2023-08,27.312903225806455,19.8,37.8,115.1,67.76451612903226,0.7890967741935484,0.7574
GA-PDP,Georgia Piedmont,33.1,-83.6,Peanuts/Peaches,humid subtropical,2023-09,23.163333333333334,14.4,34.5,24.1,94.76333333333334,0.7549166666666667,0.7148
GA-PDP,Georgia Piedmont,33.1,-83.6,Peanuts/Peaches,humid subtropical,2023-10,18.02258064516129,7.2,29.2,98.80000000000001,71.98387096774194,0.6852741935483871,0.6253
GA-PDP,Georgia Piedmont,33.1,-83.6,Peanuts/Peaches,humid subtropical,2023-11,12.493333333333334,-1.6,25.5,55.0,57.016666666666666,0.61234,0.5592
GA-PDP,Georgia Piedmont,33.1,-83.6,Peanuts/Peaches,humid subtropical,2023-12,9.683870967741935,-1.6,22.4,89.4,83.64516129032258,0.5395870967741936,0.4962
GA-PDP,Georgia Piedmont,33.1,-83.6,Peanuts/Peaches,humid subtropical,2024-01,7.229032258064516,-8.4,23.1,105.60000000000001,100.94193548387096,0.5085032258064516,0.4802
GA-PDP,Georgia Piedmont,33.1,-83.6,Peanuts/Peaches,humid subtropical,2024-02,10.73103448275862,0.5,25.9,103.1,102.07931034482759,0.5079620689655172,0.4824
GA-PDP,Georgia Piedmont,33.1,-83.6,Peanuts/Peaches,humid subtropical,2024-03,14.448387096774193,0.5,25.5,189.6,163.16451612903228,0.5471709677419354,0.4864
GA-PDP,Georgia Piedmont,33.1,-83.6,Peanuts/Peaches,humid subtropical,2024-04,18.263333333333332,4.0,30.2,90.3,122.38000000000001,0.6187566666666666,0.5777
GA-PDP,Georgia Piedmont,33.1,-83.6,Peanuts/Peaches,humid subtropical,2024-05,22.561290322580643,12.6,32.1,110.8,92.45806451612903,0.6919483870967741,0.6373
GA-PDP,Georgia Piedmont,33.1,-83.6,Peanuts/Peaches,humid subtropical,2024-06,26.39333333333333,16.1,37.0,52.900000000000006,74.76333333333334,0.7599033333333334,0.7238
GA-PDP,Georgia Piedmont,33.1,-83.6,Peanuts/Peaches,humid subtropical,2024-07,26.583870967741937,20.6,36.3,166.4,82.97096774193548,0.7924064516129031,0.7656
GA-PDP,Georgia Piedmont,33.1,-83.6,Peanuts/Peaches,humid subtropical,2024-08,27.05483870967742,17.1,36.7,55.2,136.9516129032258,0.788316129032258,0.7574
GA-PDP,Georgia Piedmont,33.1,-83.6,Peanuts/Peaches,humid subtropical,2024-09,23.65,16.5,33.8,200.1,74.74666666666667,0.7538566666666667,0.7148
GA-PDP,Georgia Piedmont,33.1,-83.6,Peanuts/Peaches,humid subtropical,2024-10,18.738709677419354,5.4,30.8,0.8,138.2741935483871,0.6819483870967742,0.6253
GA-PDP,Georgia Piedmont,33.1,-83.6,Peanuts/Peaches,humid subtropical,2024-11,15.196666666666665,-0.3,27.0,67.8,35.96,0.6106033333333334,0.5592
GA-PDP,Georgia Piedmont,33.1,-83.6,Peanuts/Peaches,humid subtropical,2024-12,8.848387096774195,-3.9,23.1,104.5,97.29354838709678,0.5363806451612904,0.4826
GA-PDP,Georgia Piedmont,33.1,-83.6,Peanuts/Peaches,humid subtropical,2025-01,4.716129032258064,-8.8,23.8,81.1,66.08387096774193,0.5085032258064516,0.4802
GA-PDP,Georgia Piedmont,33.1,-83.6,Peanuts/Peaches,humid subtropical,2025-02,11.885714285714286,-5.8,25.8,31.3,69.81428571428572,0.5079821428571428,0.4824
GA-PDP,Georgia Piedmont,33.1,-83.6,Peanuts/Peaches,humid subtropical,2025-03,14.729032258064517,1.4,27.5,69.3,57.78387096774193,0.5452741935483871,0.4864
GA-PDP,Georgia Piedmont,33.1,-83.6,Peanuts/Peaches,humid subtropical,2025-04,19.616666666666667,5.7,31.1,61.4,56.78666666666667,0.6157166666666666,0.5662
GA-PDP,Georgia Piedmont,33.1,-83.6,Peanuts/Peaches,humid subtropical,2025-05,22.161290322580644,10.1,33.5,159.0,107.45806451612904,0.6896516129032259,0.6373
GA-PDP,Georgia Piedmont,33.1,-83.6,Peanuts/Peaches,humid subtropical,2025-06,25.246666666666666,15.9,35.7,139.3,161.60333333333335,0.7571833333333333,0.7238
GA-PDP,Georgia Piedmont,33.1,-83.6,Peanuts/Peaches,humid subtropical,2025-07,27.809677419354838,20.9,37.2,72.4,95.39032258064516,0.7929548387096774,0.7656
GA-PDP,Georgia Piedmont,33.1,-83.6,Peanuts/Peaches,humid subtropical,2025-08,24.34193548387097,15.3,34.0,222.0,175.89354838709676,0.7890967741935484,0.7574
GA-PDP,Georgia Piedmont,33.1,-83.6,Peanuts/Peaches,humid subtropical,2025-09,23.11,14.1,32.8,42.6,81.31,0.7549166666666667,0.7148
GA-PDP,Georgia Piedmont,33.1,-83.6,Peanuts/Peaches,humid subtropical,2025-10,17.387096774193548,5.6,28.4,76.6,49.670967741935485,0.6852741935483871,0.6253
GA-PDP,Georgia Piedmont,33.1,-83.6,Peanuts/Peaches,humid subtropical,2025-11,13.303333333333335,-2.0,26.0,18.8,63.720000000000006,0.61234,0.5592
GA-PDP,Georgia Piedmont,33.1,-83.6,Peanuts/Peaches,humid subtropical,2025-12,9.100000000000001,-5.0,24.7,66.19999999999999,65.8258064516129,0.5395870967741936,0.4962
GA-PDP,Georgia Piedmont,33.1,-83.6,Peanuts/Peaches,humid subtropical,2026-01,7.051612903225807,-8.4,24.6,68.8,43.37741935483872,0.5085032258064516,0.4802
GA-PDP,Georgia Piedmont,33.1,-83.6,Peanuts/Peaches,humid subtropical,2026-02,10.096153846153847,-7.8,26.7,81.3,73.17307692307693,0.5063115384615384,0.4824
IA-CRN,Iowa Corn Belt,42.0,-93.5,Corn/Soybeans,continental,2023-01,-3.9741935483870967,-25.9,12.8,66.2,41.622580645161285,0.4745451612903226,0.4412
IA-CRN,Iowa Corn Belt,42.0,-93.5,Corn/Soybeans,continental,2023-02,-2.0464285714285713,-25.5,12.4,36.4,37.135714285714286,0.476725,0.44
IA-CRN,Iowa Corn Belt,42.0,-93.5,Corn/Soybeans,continental,2023-03,1.564516129032258,-12.9,23.3,47.8,45.599999999999994,0.5170870967741935,0.4782
IA-CRN,Iowa Corn Belt,42.0,-93.5,Corn/Soybeans,continental,2023-04,10.4,-4.6,27.2,48.4,47.52333333333333,0.5825533333333334,0.537
