date,region_id,region_name,lat,lon,primary_crop,climate_zone,temp_c,precip_mm,precip_30d_mm,precip_7d_mm,ndvi,month
2023-03-06,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,18.52,0.0,0.0,0.0,0.2556,2023-03
2023-03-07,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,20.28,0.0,0.0,0.0,0.2665,2023-03
2023-03-08,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,16.12,0.0,0.0,0.0,0.29,2023-03
2023-03-09,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,19.47,0.0,0.0,0.0,0.2846,2023-03
2023-03-10,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,17.67,0.0,0.0,0.0,0.2383,2023-03
2023-03-11,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,14.78,0.0,0.0,0.0,0.2787,2023-03
2023-03-12,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,17.93,0.0,0.0,0.0,0.2945,2023-03
2023-03-13,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,21.58,0.0,0.0,0.0,0.2774,2023-03
2023-03-14,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,16.99,0.0,0.0,0.0,0.2933,2023-03
2023-03-15,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,21.92,2.6,2.6,2.6,0.3135,2023-03
2023-03-16,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,9.5,0.0,2.6,2.6,0.2956,2023-03
2023-03-17,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,19.95,0.0,2.6,2.6,0.2819,2023-03
2023-03-18,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,17.87,0.0,2.6,2.6,0.2997,2023-03
2023-03-19,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,16.84,0.0,2.6,2.6,0.2837,2023-03
2023-03-20,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,18.15,0.0,2.6,2.6,0.2832,2023-03
2023-03-21,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,12.04,5.84,8.44,8.44,0.2777,2023-03
2023-03-22,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,17.47,0.0,8.44,5.84,0.318,2023-03
2023-03-23,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,19.33,0.0,8.44,5.84,0.2724,2023-03
2023-03-24,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,22.82,0.0,8.44,5.84,0.3214,2023-03
2023-03-25,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,16.96,0.0,8.44,5.84,0.3029,2023-03
2023-03-26,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,16.22,0.0,8.44,5.84,0.267,2023-03
2023-03-27,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,17.27,0.0,8.44,5.84,0.3045,2023-03
2023-03-28,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,21.65,0.0,8.44,0.0,0.2573,2023-03
2023-03-29,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,20.02,0.0,8.44,0.0,0.314,2023-03
2023-03-30,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,17.57,0.0,8.44,0.0,0.3214,2023-03
2023-03-31,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,20.82,0.0,8.44,0.0,0.2941,2023-03
2023-04-01,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,19.7,31.15,39.58,31.15,0.3107,2023-04
2023-04-02,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,22.44,0.0,39.58,31.15,0.3496,2023-04
2023-04-03,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,17.56,0.0,39.58,31.15,0.3027,2023-04
2023-04-04,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,18.81,0.0,39.58,31.15,0.2939,2023-04
2023-04-05,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,18.74,0.0,39.58,31.15,0.3471,2023-04
2023-04-06,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,15.65,0.0,39.58,31.15,0.359,2023-04
2023-04-07,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,21.05,0.0,39.58,31.15,0.3222,2023-04
2023-04-08,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,21.07,0.0,39.58,0.0,0.3448,2023-04
2023-04-09,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,20.42,8.92,48.5,8.92,0.3538,2023-04
2023-04-10,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,19.83,0.0,48.5,8.92,0.3145,2023-04
2023-04-11,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,16.41,0.0,48.5,8.92,0.3221,2023-04
2023-04-12,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,19.51,0.0,48.5,8.92,0.3589,2023-04
2023-04-13,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,19.86,0.0,48.5,8.92,0.3704,2023-04
2023-04-14,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,18.6,0.0,45.91,8.92,0.3505,2023-04
2023-04-15,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,20.65,0.0,45.91,8.92,0.3241,2023-04
2023-04-16,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,22.46,0.0,45.91,0.0,0.3839,2023-04
2023-04-17,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,27.02,0.0,45.91,0.0,0.3361,2023-04
2023-04-18,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,22.0,1.7,47.6,1.7,0.3425,2023-04
2023-04-19,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,22.36,0.0,47.6,1.7,0.3586,2023-04
2023-04-20,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,21.48,1.48,43.25,3.18,0.3854,2023-04
2023-04-21,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,16.06,0.0,43.25,3.18,0.3739,2023-04
2023-04-22,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,21.85,0.0,43.25,3.18,0.3677,2023-04
2023-04-23,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,22.22,0.0,43.25,3.18,0.3712,2023-04
2023-04-24,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,29.53,0.0,43.25,3.18,0.3654,2023-04
2023-04-25,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,21.67,0.0,43.25,1.48,0.3783,2023-04
2023-04-26,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,23.26,0.0,43.25,1.48,0.3191,2023-04
2023-04-27,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,22.36,0.0,43.25,0.0,0.3663,2023-04
2023-04-28,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,19.06,0.0,43.25,0.0,0.3797,2023-04
2023-04-29,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,26.09,0.0,43.25,0.0,0.3544,2023-04
2023-04-30,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,25.02,0.0,43.25,0.0,0.3877,2023-04
2023-05-01,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,25.24,0.0,12.1,0.0,0.3785,2023-05
2023-05-02,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,20.23,0.0,12.1,0.0,0.4203,2023-05
2023-05-03,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,27.27,0.0,12.1,0.0,0.4192,2023-05
2023-05-04,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,18.95,0.0,12.1,0.0,0.381,2023-05
2023-05-05,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,25.01,0.0,12.1,0.0,0.3899,2023-05
2023-05-06,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,29.91,0.0,12.1,0.0,0.394,2023-05
2023-05-07,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,20.46,0.0,12.1,0.0,0.389,2023-05
2023-05-08,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,21.82,0.0,12.1,0.0,0.4045,2023-05
2023-05-09,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,23.9,0.0,3.18,0.0,0.388,2023-05
2023-05-10,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,22.18,0.0,3.18,0.0,0.3831,2023-05
2023-05-11,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,19.12,0.0,3.18,0.0,0.4207,2023-05
2023-05-12,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,24.06,0.0,3.18,0.0,0.4234,2023-05
2023-05-13,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,20.75,4.54,7.72,4.54,0.3972,2023-05
2023-05-14,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,25.43,1.36,9.08,5.9,0.4337,2023-05
2023-05-15,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,21.33,0.0,9.08,5.9,0.4057,2023-05
2023-05-16,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,28.81,0.0,9.08,5.9,0.4259,2023-05
2023-05-17,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,21.88,0.0,9.08,5.9,0.4397,2023-05
2023-05-18,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,23.34,0.0,7.38,5.9,0.4251,2023-05
2023-05-19,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,26.81,0.0,7.38,5.9,0.4373,2023-05
2023-05-20,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,20.75,0.0,5.9,1.36,0.4203,2023-05
2023-05-21,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,25.19,0.0,5.9,0.0,0.4291,2023-05
2023-05-22,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,28.49,15.22,21.12,15.22,0.4313,2023-05
2023-05-23,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,19.81,0.0,21.12,15.22,0.4229,2023-05
2023-05-24,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,25.24,0.0,21.12,15.22,0.4367,2023-05
2023-05-25,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,25.53,0.0,21.12,15.22,0.4116,2023-05
2023-05-26,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,27.15,0.0,21.12,15.22,0.4351,2023-05
2023-05-27,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,21.15,0.0,21.12,15.22,0.4415,2023-05
2023-05-28,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,20.95,0.0,21.12,15.22,0.4444,2023-05
2023-05-29,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,26.52,0.0,21.12,0.0,0.447,2023-05
2023-05-30,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,25.89,0.0,21.12,0.0,0.4528,2023-05
2023-05-31,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,25.8,0.0,21.12,0.0,0.4659,2023-05
2023-06-01,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,26.13,0.0,21.12,0.0,0.476,2023-06
2023-06-02,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,23.09,0.0,21.12,0.0,0.4477,2023-06
2023-06-03,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,25.87,0.0,21.12,0.0,0.4388,2023-06
2023-06-04,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,26.09,0.0,21.12,0.0,0.4442,2023-06
2023-06-05,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,23.1,0.0,21.12,0.0,0.4574,2023-06
2023-06-06,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,30.87,0.0,21.12,0.0,0.4622,2023-06
2023-06-07,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,26.73,0.0,21.12,0.0,0.4559,2023-06
2023-06-08,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,21.76,0.0,21.12,0.0,0.4474,2023-06
2023-06-09,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,27.33,0.0,21.12,0.0,0.4662,2023-06
2023-06-10,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,22.46,2.68,23.79,2.68,0.4809,2023-06
2023-06-11,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,27.77,0.0,23.79,2.68,0.4911,2023-06
2023-06-12,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,28.9,0.0,19.26,2.68,0.47,2023-06
2023-06-13,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,22.98,0.0,17.9,2.68,0.4748,2023-06
2023-06-14,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,28.35,0.0,17.9,2.68,0.4664,2023-06
2023-06-15,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,26.71,0.0,17.9,2.68,0.4861,2023-06
2023-06-16,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,27.95,0.0,17.9,2.68,0.4716,2023-06
2023-06-17,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,31.18,0.0,17.9,0.0,0.5018,2023-06
2023-06-18,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,24.76,0.0,17.9,0.0,0.4563,2023-06
2023-06-19,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,23.24,0.0,17.9,0.0,0.4866,2023-06
2023-06-20,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,22.83,0.0,17.9,0.0,0.5014,2023-06
2023-06-21,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,23.05,0.0,2.68,0.0,0.5007,2023-06
2023-06-22,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,25.27,0.0,2.68,0.0,0.5525,2023-06
2023-06-23,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,26.52,0.0,2.68,0.0,0.5072,2023-06
2023-06-24,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,26.31,0.0,2.68,0.0,0.4816,2023-06
2023-06-25,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,27.96,0.0,2.68,0.0,0.5013,2023-06
2023-06-26,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,25.5,1.41,4.09,1.41,0.4692,2023-06
2023-06-27,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,29.81,0.0,4.09,1.41,0.5045,2023-06
2023-06-28,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,24.64,0.0,4.09,1.41,0.4908,2023-06
2023-06-29,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,33.58,8.33,12.42,9.75,0.5271,2023-06
2023-06-30,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,27.27,0.0,12.42,9.75,0.4991,2023-06
2023-07-01,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,22.8,0.0,12.42,9.75,0.509,2023-07
2023-07-02,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,22.13,0.0,12.42,9.75,0.4999,2023-07
2023-07-03,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,26.77,0.0,12.42,8.33,0.5486,2023-07
2023-07-04,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,24.62,0.0,12.42,8.33,0.5085,2023-07
2023-07-05,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,27.4,0.0,12.42,8.33,0.5527,2023-07
2023-07-06,CA-SJV,California Central Valley,36.7,-119.7,Almonds/Tomatoes,semi-arid,26.65,12.11,24.53,12.11,0.5334,2023-07
